brand_name,category_name,quality_code,count_items_per_category,avg_erp,avg_listed_price,avg_sold_price
Fjällräven,Sun Hat,Q1,1,55,54.74,54.74
Fjällräven,Sun Hat,Q2,1,50,30.74,32.74
Fjällräven,Sweatshirt,Q1,5,89,53.34,47.49
Fjällräven,Sweatshirt,Q2,12,101.67,48.74,45.18
Fjällräven,Sweatshirt,Q3,1,306,52.74,52.74
Fjällräven,Tote,Q1,1,100,50.74,50.74
Fjällräven,Tote,Q2,6,115.83,56.94,56.94
Fjällräven,Tote,Q3,1,95,20.74,20.74
Fjällräven,Track Jacket,Q2,1,130,84.74,null
Fjällräven,Turtleneck Sweater,Q1,1,100,55.74,null
Fjällräven,Turtleneck Sweater,Q3,1,230,64.74,null
Fjällräven,Vest,Q2,1,190,83.74,83.74
Fjällräven,Vest,Q3,1,230,52.74,52.74
Fjällräven,Wallet,Q2,4,101,23.07,23.74
Fjällräven,Weekender,Q2,1,150,45.74,45.74
Fjällräven,Weekender,Q3,1,180,84.74,84.74
Fjällräven,Windbreaker,Q2,6,218.33,109.74,109.74
Fjällräven,Winter Hat,Q1,4,119.75,52.74,52.74
Fjällräven,Wool Cardigan,Q1,1,120,61.74,61.74
Fjällräven,Wool Cardigan,Q2,5,172,96.54,89.49
Fjällräven,Wool Coat,Q3,1,80,30.74,30.74
Fjällräven,Wool Pullover Sweater,Q1,4,186.25,84.74,84.74
Fjällräven,Wool Pullover Sweater,Q2,20,179.7,82.84,82.84
Fjällräven,Wool Pullover Sweater,Q3,3,276,80.74,80.74
Fjällräven,Zip Up Hoodie,Q1,4,178.75,69.99,49.74
Fjällräven,Zip Up Hoodie,Q2,7,141.43,49.74,42.74
Fjällräven x Acne Studios,Backpack,Q2,1,160,56.74,56.74
Forever 21,Blazer,Q2,1,45,9.74,9.74
Forever 21,Denim Jacket,Q2,1,64,40.74,40.74
Free People,Casual Dress,Q2,1,108,43.74,40.74
GUNEX for Brunello Cucinelli,Cargo Pants,Q2,1,306,125.74,null
Gap,Flats,Q3,1,59,15.74,15.74
Gentle Monster,Sunglasses,Q1,3,288.67,151.07,75.74
Gentle Monster,Sunglasses,Q2,7,266.29,137.03,122.24
Gentle Monster,Sunglasses,Q3,3,280,138.41,120.24
Gian Marco Venturi,Crossbody Bag,Q2,1,318,69.74,null
Holiday by Emma Mulholland,Casual Pants,Q1,1,382,84.74,null
Holiday by Emma Mulholland,Linen Pants,Q2,1,223,49.74,49.74
Homme Plisse by Issey Miyake,Shorts,Q3,1,385,127.74,127.74
Homme Plisse by Issey Miyake,Sleeveless Blouse,Q3,1,395,126.74,126.74
Illesteva,Sunglasses,Q2,1,255,74.74,null
International Exchange,3/4 Sleeve Button-Down Shirt,Q1,1,19,9.74,null
Isaac Mizrahi LIVE!,Cardigan,Q2,1,80,23.74,20.74
Isabel Marant,Sunglasses,Q2,1,306,64.74,64.74
J.Crew,Jeans,Q2,1,148,26.74,null
J.W. Anderson,Ankle Boots,Q1,1,429,171.74,171.74
J.W. Anderson,Baseball Cap,Q1,2,250,69.74,69.74
J.W. Anderson,Blazer,Q2,2,1795,489.74,null
J.W. Anderson,Bucket Bag,Q2,1,300,81.74,81.74
J.W. Anderson,Cargo Pants,Q1,1,200,102.74,102.74
J.W. Anderson,Casual Dress,Q1,1,835,325.74,325.74
J.W. Anderson,Casual Dress,Q2,2,767.5,192.24,144.74
J.W. Anderson,Casual Pants,Q2,1,400,116.74,116.74
J.W. Anderson,Cocktail Dress,Q2,1,1095,197.74,null
J.W. Anderson,Dress Pants,Q2,1,900,197.74,null
J.W. Anderson,Dressy Shorts,Q1,1,229,null,null
J.W. Anderson,Jeans,Q2,1,530,159.74,159.74
J.W. Anderson,Jumpsuit,Q2,1,1215,255.74,null
J.W. Anderson,Leather Messenger,Q2,1,1750,227.74,null
J.W. Anderson,Leather Shoulder Bag,Q2,1,790,181.74,181.74
J.W. Anderson,Long Sleeve Polo,Q1,1,308,107.74,107.74
J.W. Anderson,Mule/Clog,Q1,3,374,255.74,255.74
J.W. Anderson,Mule/Clog,Q2,3,678.33,205.07,166.74
J.W. Anderson,Mule/Clog,Q3,2,710,104.74,60.74
J.W. Anderson,Pullover Sweater,Q1,1,306,91.74,91.74
J.W. Anderson,Pullover Sweater,Q2,3,464.33,159.07,159.07
J.W. Anderson,Raincoat,Q2,1,1350,337.74,null
J.W. Anderson,Sandals,Q2,5,709,182.34,156.99
J.W. Anderson,Sandals,Q3,1,275,120.74,null
J.W. Anderson,Short Sleeve Blouse,Q2,1,590,135.74,135.74
J.W. Anderson,Short Sleeve T-Shirt,Q2,1,153,32.74,32.74
J.W. Anderson,Short Sleeve Top,Q2,1,276,91.74,null
J.W. Anderson,Short Sleeve Turtleneck,Q1,1,830,224.74,150.74
J.W. Anderson,Sleeveless T-Shirt,Q2,1,155,54.74,54.74
J.W. Anderson,Tote,Q1,1,580,226.74,226.74
J.W. Anderson,Tote,Q2,1,774,224.74,null
J.W. Anderson,Track Pants,Q2,1,1021,null,null
J.W. Anderson,Wool Pullover Sweater,Q1,1,790,197.74,197.74
J.W. Anderson,Wool Skirt,Q2,2,914,197.74,149.74
J.W. Anderson for UNIQLO,Backpack,Q1,1,64,34.74,34.74
J.W. Anderson for UNIQLO,Jeans,Q1,1,64,11.74,11.74
J.W. Anderson for UNIQLO,Long Sleeve Polo,Q2,1,48,11.74,11.74
J.W. Anderson for UNIQLO,Short Sleeve Blouse,Q2,1,48,13.74,13.74
J.W. Anderson for UNIQLO,Windbreaker,Q1,1,306,64.74,null
JIMMY FAIRLY,Sunglasses,Q2,1,153,59.74,53.74
Jacobs by Marc Jacobs,Crossbody Bag,Q2,1,150,45.74,45.74
Jacobs by Marc Jacobs,Watch,Q2,1,38,13.74,13.74
Jason Wu,Satchel,Q1,1,64,147.74,26.74
Jean Paul Gaultier,3/4 Sleeve Blouse,Q1,1,460,414.74,null
Jean Paul Gaultier,3/4 Sleeve Top,Q2,1,1010,434.74,411.74
Jean Paul Gaultier,Blazer,Q2,1,458,128.74,128.74
Jean Paul Gaultier,Casual Dress,Q1,3,1098.67,613.24,196.74
Jean Paul Gaultier,Casual Dress,Q2,2,338,170.74,170.74
Jean Paul Gaultier,Cocktail Dress,Q2,3,727.5,321.24,391.74
Jean Paul Gaultier,Dress Pants,Q2,1,1015,172.74,89.74
Jean Paul Gaultier,Faux Leather Skirt,Q2,1,480,163.74,163.74
Jean Paul Gaultier,Long Sleeve T-Shirt,Q1,1,250,90.74,90.74
Jean Paul Gaultier,Long Sleeve T-Shirt,Q2,1,153,null,null
Jean Paul Gaultier,Tote,Q1,1,382,null,null
Jean Paul Gaultier,Turtleneck Sweater,Q2,1,500,275.74,275.74
Jean Paul Gaultier,Wool Blazer,Q1,1,637,121.74,121.74
Jean Paul Gaultier,Wool Pants,Q2,1,1080,172.74,165.74
Jean Paul Gaultier Classique,Long Sleeve Top,Q1,1,306,70.74,70.74
Jean Paul Gaultier Classique,Wool Skirt,Q2,1,306,64.74,64.74
Jean Paul Gaultier Equator,Casual Dress,Q3,1,306,88.74,88.74
Jean Paul Gaultier Femme,Active Pants,Q2,1,306,null,null
Jean Paul Gaultier Femme,Casual Dress,Q3,1,306,94.74,null
Jean Paul Gaultier Femme,Casual Pants,Q2,1,382,84.74,84.74
Jean Paul Gaultier Femme,Dress Pants,Q2,1,306,null,null
Jean Paul Gaultier Femme,Formal Skirt,Q2,1,415,145.74,null
Jean Paul Gaultier Femme,Formal Skirt,Q3,2,503,120.24,null
Jean Paul Gaultier Femme,Jacket,Q1,1,382,84.74,84.74
Jean Paul Gaultier Femme,Jumpsuit,Q2,1,600,102.74,102.74
Jean Paul Gaultier Femme,Long Sleeve Blouse,Q2,1,306,70.74,70.74
Jean Paul Gaultier Femme,Long Sleeve Button-Down Shirt,Q1,1,1090,436.74,436.74
Jean Paul Gaultier Femme,Sleeveless Top,Q2,1,153,33.74,33.74
Jean Paul Gaultier Femme,Wool Blazer,Q2,1,2100,419.74,null
Jean Paul Gaultier Femme,Wool Cardigan,Q1,1,458,149.74,150.74
Jean Paul Gaultier Femme,Wool Pants,Q2,2,761,196.24,196.24
Jean Paul Gaultier Femme,Wool Skirt,Q1,1,306,64.74,64.74
Jean Paul Gaultier Maille Femme,3/4 Sleeve Top,Q2,1,96,95.74,95.74
Jean Paul Gaultier Maille Femme,Casual Pants,Q3,1,630,132.74,38.74
Jean Paul Gaultier Maille Femme,Casual Skirt,Q2,1,229,48.74,48.74
Jean Paul Gaultier Maille Femme,Gloves,Q2,1,153,38.74,38.74
Jean Paul Gaultier Maille Femme,Jacket,Q2,1,382,84.74,84.74
Jean Paul Gaultier Maille Femme,Kimono,Q2,1,229,52.74,52.74
Jean Paul Gaultier Maille Femme,Long Sleeve Top,Q1,1,500,250.74,250.74
Jean Paul Gaultier Maille Femme,Scarf,Q1,1,153,45.74,45.74
Jean Paul Gaultier Maille Femme,Turtleneck Sweater,Q1,1,525,178.74,178.74
Jean Paul Gaultier Pour GIBO,Dress Pants,Q1,1,382,84.74,84.74
Jean Paul Gaultier Soleil,Cardigan,Q2,1,382,68.74,68.74
Jean Paul Gaultier Soleil,Casual Skirt,Q1,3,566.67,257.74,194.49
Jean Paul Gaultier Soleil,Cocktail Dress,Q1,1,670,335.74,335.74
Jean Paul Gaultier Soleil,Cocktail Dress,Q2,8,424.88,133.37,109.6
Jean Paul Gaultier Soleil,Long Sleeve Top,Q1,2,344.5,86.24,86.24
Jean Paul Gaultier Soleil,Long Sleeve Top,Q2,3,280.33,70.74,70.74
Jean Paul Gaultier Soleil,Swimsuit Cover Up,Q2,1,229,48.74,48.74
Jean Paul Gaultier for Lindex,Blazer,Q2,1,300,59.74,59.74
Jean Paul Gaultier for Target,Casual Dress,Q2,1,38,11.74,11.74
Jean Paul Gaultier for Target,Cocktail Dress,Q2,1,38,16.74,16.74
Jean Paul Gaultier for Target,Leather Jacket,Q2,1,86,77.74,77.74
Jean Paul Gaultier for Target,Sleeveless Blouse,Q1,1,19,9.74,9.74
Jean Paul Gaultier x La Perla Collection Créatuer,Swimsuit Top,Q2,1,153,50.74,50.74
Jean's Paul Gaultier,Coat,Q2,1,458,100.74,100.74
Jimmy Choo,Ankle Boots,Q1,3,1161.67,396.07,264.24
Jimmy Choo,Ankle Boots,Q2,46,1096.74,253.91,221.95
Jimmy Choo,Ankle Boots,Q3,13,1106.54,162.24,145.17
Jimmy Choo,Boots,Q1,1,1250,300.74,300.74
Jimmy Choo,Boots,Q2,17,1372.47,285.99,259.74
Jimmy Choo,Boots,Q3,18,1136.67,168.92,144.38
Jimmy Choo,Clutch,Q1,3,863.67,367.74,199.49
Jimmy Choo,Clutch,Q2,2,562,429.74,null
Jimmy Choo,Crossbody Bag,Q1,4,739.25,202.24,171.07
Jimmy Choo,Crossbody Bag,Q2,1,695,594.74,null
Jimmy Choo,Crossbody Bag,Q3,1,1095,131.74,131.74
Jimmy Choo,Flats,Q1,5,702,224.54,222.49
Jimmy Choo,Flats,Q2,45,685.53,164.25,140.9
Jimmy Choo,Flats,Q3,24,695.58,108.6,104
Jimmy Choo,Heels,Q1,24,853.42,290.95,227.37
Jimmy Choo,Heels,Q2,192,775.95,185.61,166
Jimmy Choo,Heels,Q3,119,816.79,124.37,110.75
Jimmy Choo,Hobo,Q2,1,1895,227.74,227.74
Jimmy Choo,Leather Bucket Bag,Q3,1,950,142.74,142.74
Jimmy Choo,Leather Clutch,Q2,2,1072.5,224.74,109.37
Jimmy Choo,Leather Clutch,Q3,1,935,112.74,112.74
Jimmy Choo,Leather Crossbody Bag,Q2,6,673.17,245.91,201.49
Jimmy Choo,Leather Crossbody Bag,Q3,1,950,171.74,null
Jimmy Choo,Leather Hobo,Q1,1,1095,295.74,295.74
Jimmy Choo,Leather Hobo,Q2,3,928.33,252.74,264.74
Jimmy Choo,Leather Hobo,Q3,2,1112.5,209.24,192.74
Jimmy Choo,Leather Messenger,Q2,1,1950,351.74,351.74
Jimmy Choo,Leather Satchel,Q2,1,1095,262.74,262.74
Jimmy Choo,Leather Satchel,Q3,3,1331.67,242.07,151.83
Jimmy Choo,Leather Shoulder Bag,Q2,5,930.6,296.24,296.24
Jimmy Choo,Leather Shoulder Bag,Q3,3,1217.67,165.74,165.74
Jimmy Choo,Leather Tote,Q1,2,1547.5,519.74,0
Jimmy Choo,Leather Tote,Q2,4,905,353.74,297.24
Jimmy Choo,Leather Wallet,Q2,6,715.83,180.41,99.24
Jimmy Choo,Leather Wallet,Q3,4,523.75,108.41,81.74
Jimmy Choo,Leather Wristlet,Q2,1,650,195.74,195.74
Jimmy Choo,Mule/Clog,Q1,3,926.67,290.07,null
Jimmy Choo,Mule/Clog,Q2,10,1032,273.24,244.99
Jimmy Choo,Mule/Clog,Q3,3,761.67,155.74,155.74
Jimmy Choo,Sandals,Q1,12,699.83,204.74,204.74
Jimmy Choo,Sandals,Q2,118,767.52,169.85,147.76
Jimmy Choo,Sandals,Q3,55,756.36,105.92,97.89
Jimmy Choo,Satchel,Q1,1,695,138.74,138.74
Jimmy Choo,Short Sleeve T-Shirt,Q2,1,130,65.74,65.74
Jimmy Choo,Shoulder Bag,Q1,1,895,295.74,295.74
Jimmy Choo,Shoulder Bag,Q2,3,1448.33,378.07,241.74
Jimmy Choo,Shoulder Bag,Q3,1,1650,280.74,280.74
Jimmy Choo,Silk Scarf,Q1,1,450,143.74,143.74
Jimmy Choo,Silk Scarf,Q2,1,650,136.74,136.74
Jimmy Choo,Sneakers,Q1,3,728.33,189.07,200.24
Jimmy Choo,Sneakers,Q2,20,664.25,168.58,90.72
Jimmy Choo,Sneakers,Q3,6,590.83,97.91,65.81
Jimmy Choo,Sunglasses,Q1,8,355.63,111.03,100.54
Jimmy Choo,Sunglasses,Q2,19,351.89,92.96,90.74
Jimmy Choo,Sunglasses,Q3,4,323.75,56.74,56.74
Jimmy Choo,Tote,Q1,1,650,214.74,null
Jimmy Choo,Tote,Q2,2,1037.5,304.74,204.74
Jimmy Choo,Tote,Q3,2,1010,151.74,112.74
Jimmy Choo,Wallet,Q2,3,508.33,110.74,89.74
Jimmy Choo,Wedges,Q1,9,567,219.94,256.41
Jimmy Choo,Wedges,Q2,67,730.96,150.12,113.43
Jimmy Choo,Wedges,Q3,30,725.9,94.91,88.53
Jimmy Choo,Weekender,Q2,1,306,null,null
Jimmy Choo Boutique,Heels,Q1,1,382,79.74,79.74
Jimmy Choo for H&M,Heels,Q1,1,382,84.74,84.74
Jimmy Choo for H&M,Jumpsuit,Q1,1,127,51.74,51.74
Jimmy Choo x Mugler,Boots,Q3,1,382,84.74,null
Jimmy Choo x YK Jeong,Heels,Q2,1,950,114.74,114.74
Jins,Sunglasses,Q1,1,120,39.74,39.74
Just Cavalli,3/4 Sleeve Blouse,Q1,2,444.5,130.74,130.74
Just Cavalli,3/4 Sleeve Blouse,Q2,1,436,91.74,null
Just Cavalli,3/4 Sleeve Blouse,Q3,1,480,95.74,95.74
Just Cavalli,3/4 Sleeve T-Shirt,Q2,1,200,110.74,null
Just Cavalli,3/4 Sleeve Top,Q1,1,315,116.74,null
Just Cavalli,3/4 Sleeve Top,Q2,1,290,95.74,95.74
Just Cavalli,Ankle Boots,Q2,3,476,183.74,80.74
Just Cavalli,Beanie,Q1,1,115,50.74,50.74
Just Cavalli,Blazer,Q1,1,722,303.74,0
Just Cavalli,Blazer,Q2,1,950,null,null
Just Cavalli,Blazer,Q3,1,722,288.74,0
Just Cavalli,Boots,Q2,1,64,177.74,29.74
Just Cavalli,Cardigan,Q2,2,720,195.74,null
Just Cavalli,Casual Dress,Q1,6,658.33,177.94,125.74
Just Cavalli,Casual Dress,Q2,3,738,140.74,null
Just Cavalli,Casual Dress,Q3,1,1050,189.74,null
Just Cavalli,Casual Pants,Q1,1,445,111.74,null
Just Cavalli,Casual Pants,Q2,2,362.5,174.24,138.74
Just Cavalli,Casual Skirt,Q1,4,419.5,124.07,124.07
Just Cavalli,Casual Skirt,Q2,5,403,80.41,77.41
Just Cavalli,Casual Skirt,Q3,1,650,110.74,110.74
Just Cavalli,Coat,Q2,1,650,195.74,0
Just Cavalli,Cocktail Dress,Q1,8,739.89,188.87,155.74
Just Cavalli,Cocktail Dress,Q2,21,564.38,152.53,115.31
Just Cavalli,Cocktail Dress,Q3,3,418.67,88.74,71.24
Just Cavalli,Dress Pants,Q2,1,721,144.74,null
Just Cavalli,Faux Leather Skirt,Q2,1,425,null,null
Just Cavalli,Formal Skirt,Q1,4,445.25,128.41,82.74
Just Cavalli,Formal Skirt,Q2,2,498,131.24,121.74
Just Cavalli,Hat,Q1,1,170,56.74,56.74
Just Cavalli,Heels,Q2,3,315.67,74.07,74.07
Just Cavalli,Heels,Q3,2,432,88.74,63.74
Just Cavalli,Jacket,Q1,1,749,249.74,89.74
Just Cavalli,Jeans,Q1,3,356.67,136.24,176.74
Just Cavalli,Jeans,Q2,12,331.92,101.07,87.24
Just Cavalli,Jeans,Q3,1,306,73.74,73.74
Just Cavalli,Leather Belt,Q2,2,232,67.24,67.24
Just Cavalli,Leather Hobo,Q1,2,750,164.74,164.74
Just Cavalli,Leather Pants,Q2,1,1076,279.74,279.74
Just Cavalli,Leather Satchel,Q3,1,245,48.74,48.74
Just Cavalli,Leather Shoulder Bag,Q2,2,378.5,83.24,109.74
Just Cavalli,Leggings,Q1,1,250,137.74,null
Just Cavalli,Long Sleeve Blouse,Q1,3,454.33,115.07,113.07
Just Cavalli,Long Sleeve Blouse,Q2,9,456.67,113.3,117.31
Just Cavalli,Long Sleeve Silk Top,Q1,2,347.5,107.74,107.74
Just Cavalli,Long Sleeve Silk Top,Q2,3,395,86.74,86.74
Just Cavalli,Long Sleeve T-Shirt,Q1,1,125,63.74,null
Just Cavalli,Long Sleeve T-Shirt,Q2,1,215,70.74,null
Just Cavalli,Long Sleeve Top,Q1,2,440.5,87.24,94.74
Just Cavalli,Long Sleeve Top,Q2,1,229,null,null
Just Cavalli,Pullover Hoodie,Q2,1,410,205.74,205.74
Just Cavalli,Pullover Sweater,Q2,1,459,156.74,156.74
Just Cavalli,Pullover Sweater,Q3,1,306,61.74,61.74
Just Cavalli,Satchel,Q1,1,344,113.74,113.74
Just Cavalli,Short Sleeve Blouse,Q2,1,353,102.74,102.74
Just Cavalli,Short Sleeve T-Shirt,Q2,5,206,57.07,61.34
Just Cavalli,Short Sleeve Top,Q1,2,162,50.74,50.74
Just Cavalli,Short Sleeve Top,Q2,3,305.33,85.07,85.07
Just Cavalli,Shorts,Q1,2,191,48.74,null
Just Cavalli,Shorts,Q2,3,245.33,64.07,81.74
Just Cavalli,Sleeveless Blouse,Q1,2,343.5,160.74,null
Just Cavalli,Sleeveless Blouse,Q2,5,397,128.74,108.24
Just Cavalli,Sleeveless Blouse,Q3,1,150,37.74,37.74
Just Cavalli,Sleeveless Silk Top,Q2,1,382,null,null
Just Cavalli,Sleeveless T-Shirt,Q2,1,290,null,null
Just Cavalli,Sleeveless Top,Q1,2,410,131.74,131.74
Just Cavalli,Sleeveless Top,Q2,2,287.5,109.74,109.74
Just Cavalli,Snow Jacket,Q2,1,512,286.74,286.74
Just Cavalli,Sunglasses,Q1,2,205,75.74,75.74
Just Cavalli,Sunglasses,Q2,1,270,110.74,110.74
Just Cavalli,Sweatshirt,Q1,1,375,191.74,null
Just Cavalli,Sweatshirt,Q2,1,345,62.74,null
Just Cavalli,Tank Top,Q2,1,180,90.74,90.74
Just Cavalli,Tote,Q2,1,382,91.74,91.74
Just Cavalli,Yoga Pants,Q2,1,396,213.74,213.74
KORS Michael Kors,Ankle Boots,Q2,1,153,29.74,null
KORS Michael Kors,Blazer,Q2,1,229,50.74,null
KORS Michael Kors,Boots,Q2,2,191,37.74,37.74
KORS Michael Kors,Dress Shoes,Q2,1,57,18.74,null
KORS Michael Kors,Heels,Q2,1,191,47.74,null
KORS Michael Kors,Sandals,Q2,1,115,20.74,20.74
Kaenon,Sunglasses,Q2,1,153,36.74,null
Karl Lagerfeld Paris,Mittens,Q1,1,140,37.74,39.74
Kate Moss for Longchamp,Crossbody Bag,Q1,1,382,91.74,91.74
Kate Spade New York,Ankle Boots,Q1,1,269,102.74,102.74
Kate Spade New York,Ankle Boots,Q2,7,361.75,83.37,82.6
Kate Spade New York,Ankle Boots,Q3,1,383,88.74,null
Kate Spade New York,Backpack,Q1,2,244,65.74,65.74
Kate Spade New York,Backpack,Q2,6,274.33,78.24,78.24
Kate Spade New York,Backpack,Q3,1,298,62.74,62.74
Kate Spade New York,Belt,Q1,2,30,32.74,5.74
Kate Spade New York,Belt,Q2,2,58,18.24,20.24
Kate Spade New York,Belt Bag,Q1,1,329,85.74,85.74
Kate Spade New York,Belt Bag,Q2,2,131.5,31.24,32.24
Kate Spade New York,Boots,Q1,1,249,52.74,52.74
Kate Spade New York,Boots,Q2,3,426.33,106.07,106.07
Kate Spade New York,Bucket Bag,Q1,1,349,80.74,80.74
Kate Spade New York,Card Holder,Q1,3,110.33,29.74,29.74
Kate Spade New York,Card Holder,Q2,5,80.8,19.49,19.49
Kate Spade New York,Casual Skirt,Q2,1,57,17.74,null
Kate Spade New York,Clutch,Q1,4,205,44.99,44.99
Kate Spade New York,Clutch,Q2,4,201.5,42.74,44.74
Kate Spade New York,Clutch,Q3,2,205,27.24,29.24
Kate Spade New York,Coin Purse,Q1,2,89,20.74,20.74
Kate Spade New York,Coin Purse,Q2,1,94,21.74,null
Kate Spade New York,Crossbody Bag,Q1,17,231.39,55.92,54.67
Kate Spade New York,Crossbody Bag,Q2,39,231.08,50.85,50.85
Kate Spade New York,Crossbody Bag,Q3,5,221.6,47.74,46.74
Kate Spade New York,Diaper Bag,Q2,1,228,50.74,50.74
Kate Spade New York,Diaper Bag,Q3,1,383,65.74,65.74
Kate Spade New York,Flats,Q1,2,244,80.74,80.74
Kate Spade New York,Flats,Q2,15,211.87,65.74,67.74
Kate Spade New York,Flats,Q3,2,221,61.24,20.87
Kate Spade New York,Gloves,Q2,3,110.67,28.74,30.74
Kate Spade New York,Heels,Q1,1,268,50.74,50.74
Kate Spade New York,Heels,Q2,24,308.5,59.41,60.35
Kate Spade New York,Heels,Q3,4,309.5,58.74,41.07
Kate Spade New York,Hobo,Q1,1,372,81.74,81.74
Kate Spade New York,Hobo,Q2,1,372,81.74,81.74
Kate Spade New York,Hobo,Q3,1,378,86.74,null
Kate Spade New York,Jacket,Q1,1,458,114.74,114.74
Kate Spade New York,Laptop Bag,Q1,3,229.33,52.74,52.74
Kate Spade New York,Laptop Bag,Q2,2,189,null,null
Kate Spade New York,Leather Backpack,Q1,3,426.67,78.07,78.07
Kate Spade New York,Leather Backpack,Q2,8,427.5,75.03,75.41
Kate Spade New York,Leather Backpack,Q3,1,428,null,null
Kate Spade New York,Leather Belt,Q1,1,94,24.74,26.74
Kate Spade New York,Leather Belt,Q2,5,88.8,23.74,24.94
Kate Spade New York,Leather Belt Bag,Q1,2,267.5,56.74,56.74
Kate Spade New York,Leather Belt Bag,Q2,2,147.5,31.24,31.24
Kate Spade New York,Leather Bucket Bag,Q1,1,428,98.74,null
Kate Spade New York,Leather Bucket Bag,Q2,2,383,80.74,80.74
Kate Spade New York,Leather Card Holder,Q1,5,121.6,28.54,22.74
Kate Spade New York,Leather Card Holder,Q2,6,96.33,24.54,23.74
Kate Spade New York,Leather Card Holder,Q3,2,94,22.74,24.74
Kate Spade New York,Leather Clutch,Q1,3,241.67,55.41,50.24
Kate Spade New York,Leather Clutch,Q2,4,265.25,60.41,60.41
Kate Spade New York,Leather Clutch,Q3,2,248,52.74,52.74
Kate Spade New York,Leather Crossbody Bag,Q1,29,324.66,75.28,75.28
Kate Spade New York,Leather Crossbody Bag,Q2,61,318.44,73.88,72.22
Kate Spade New York,Leather Crossbody Bag,Q3,11,331.18,71.38,64.87
Kate Spade New York,Leather Hobo,Q2,3,394.67,73.74,73.74
Kate Spade New York,Leather Hobo,Q3,2,428,72.74,72.74
Kate Spade New York,Leather Messenger,Q1,1,404,101.74,101.74
Kate Spade New York,Leather Messenger,Q2,1,404,88.74,88.74
Kate Spade New York,Leather Satchel,Q1,20,417.15,89.21,88.41
Kate Spade New York,Leather Satchel,Q2,53,421.15,88.47,83.55
Kate Spade New York,Leather Satchel,Q3,18,439.44,82.27,79.96
Kate Spade New York,Leather Shoulder Bag,Q1,15,377.27,86.6,86.6
Kate Spade New York,Leather Shoulder Bag,Q2,25,366.84,87.57,87.6
Kate Spade New York,Leather Shoulder Bag,Q3,5,367.2,78.24,79.07
Kate Spade New York,Leather Tote,Q1,8,379.13,93.62,93.62
Kate Spade New York,Leather Tote,Q2,35,363.62,91.88,89.02
Kate Spade New York,Leather Tote,Q3,10,383.6,74.96,77.24
Kate Spade New York,Leather Wallet,Q1,29,220.03,50.92,50.42
Kate Spade New York,Leather Wallet,Q2,31,227.26,48.24,48.09
Kate Spade New York,Leather Wallet,Q3,10,208.2,55.64,37.74
Kate Spade New York,Leather Wristlet,Q1,14,161,36.91,36.94
Kate Spade New York,Leather Wristlet,Q2,20,172,39.63,36.74
Kate Spade New York,Leather Wristlet,Q3,1,137,32.74,32.74
Kate Spade New York,Makeup Bag,Q1,8,77.99,21.74,20.88
Kate Spade New York,Makeup Bag,Q2,16,103.38,25.2,25.74
Kate Spade New York,Makeup Bag,Q3,3,83,34.07,22.74
Kate Spade New York,Messenger,Q2,3,298,62.74,62.74
Kate Spade New York,Messenger,Q3,1,298,62.74,62.74
Kate Spade New York,Mule/Clog,Q1,1,248,52.74,null
Kate Spade New York,Mule/Clog,Q2,3,167.67,59.07,59.74
Kate Spade New York,Rain Boots,Q1,1,383,88.74,88.74
Kate Spade New York,Rain Boots,Q2,1,161,37.74,37.74
Kate Spade New York,Sandals,Q1,5,186.4,46.24,42.41
Kate Spade New York,Sandals,Q2,18,189.94,41.33,41.53
Kate Spade New York,Sandals,Q3,1,198,41.74,41.74
Kate Spade New York,Satchel,Q1,15,388.07,86.6,86.59
Kate Spade New York,Satchel,Q2,26,357.04,86.82,80.25
Kate Spade New York,Satchel,Q3,6,380.5,84.94,84.49
Kate Spade New York,Scarf,Q1,4,91.5,30.74,28.74
Kate Spade New York,Scarf,Q2,9,84.11,29.74,30.74
Kate Spade New York,Scarf,Q3,1,25,33.74,12.74
Kate Spade New York,Shoulder Bag,Q1,15,320.67,88.66,77.53
Kate Spade New York,Shoulder Bag,Q2,29,308.7,80.99,80.56
Kate Spade New York,Shoulder Bag,Q3,9,316.67,72.63,62.57
Kate Spade New York,Silk Scarf,Q1,1,88,null,null
Kate Spade New York,Silk Scarf,Q2,1,88,29.74,31.74
Kate Spade New York,Sneakers,Q1,1,137,32.74,34.74
Kate Spade New York,Sneakers,Q2,8,158.75,37.24,34.88
Kate Spade New York,Sneakers,Q3,2,152.5,31.74,32.74
Kate Spade New York,Sun Hat,Q2,2,116.5,42.24,36.74
Kate Spade New York,Sunglasses,Q1,3,174,57.74,57.74
Kate Spade New York,Sunglasses,Q2,22,170.95,59.03,59.03
Kate Spade New York,Tote,Q1,13,261.62,70.41,68.92
Kate Spade New York,Tote,Q2,43,255.07,64.37,65.48
Kate Spade New York,Tote,Q3,13,224.23,60.74,62.52
Kate Spade New York,Wallet,Q1,12,179.31,44.51,44.51
Kate Spade New York,Wallet,Q2,26,170.04,39.36,39.52
Kate Spade New York,Wallet,Q3,3,161,38.07,36.24
Kate Spade New York,Watch,Q2,6,237.17,60.74,58.54
Kate Spade New York,Watch,Q3,1,241,53.74,53.74
Kate Spade New York,Wedges,Q1,2,221,66.24,66.24
Kate Spade New York,Wedges,Q2,7,211.14,52.17,53.54
Kate Spade New York,Wedges,Q3,1,198,37.74,39.74
Kate Spade New York,Weekender,Q2,1,399,95.74,95.74
