item_number,brand_name,category,quality_code,estimated_erp,listed_price,sold_price
207183961,Christian Dior,Sunglasses,Q1,540.0,242.74,242.74
207183912,Christian Dior,Sunglasses,Q1,630.0,204.74,204.74
211171302,Christian Dior,Sunglasses,Q1,390.0,140.74,140.74
207651611,Christian Dior,Sunglasses,Q1,355.0,213.74,175.74
207183862,Christian Dior,Sunglasses,Q1,440.0,211.74,211.74
214019831,Christian Dior,Sunglasses,Q1,540.0,183.74,183.74
207184050,Christian Dior,Sunglasses,Q1,495.0,229.74,149.74
212098364,Christian Dior,Sunglasses,Q1,610.0,213.74,213.74
206376697,Christian Dior,Sunglasses,Q2,560.0,199.74,199.74
211333046,Christian Dior,Sunglasses,Q2,490.0,171.74,171.74
208735742,Christian Dior,Sunglasses,Q2,400.0,263.74,263.74
209947765,Christian Dior,Sunglasses,Q2,450.0,216.74,0.0
214848592,Christian Dior,Sunglasses,Q2,390.0,171.74,171.74
211363203,Christian Dior,Sunglasses,Q2,630.0,403.74,403.74
209437923,Christian Dior,Sunglasses,Q2,306.0,64.74,64.74
205923134,Christian Dior,Sunglasses,Q2,550.0,159.74,159.74
216963179,Christian Dior,Sunglasses,Q2,460.0,147.74,147.74
215451302,Christian Dior,Sunglasses,Q2,360.0,126.74,126.74
206831720,Christian Dior,Sunglasses,Q2,390.0,175.74,175.74
208802179,Christian Dior,Sunglasses,Q2,630.0,113.74,113.74
213157486,Christian Dior,Sunglasses,Q2,890.0,160.74,160.74
207597773,Christian Dior,Sunglasses,Q2,450.0,157.74,157.74
207597773,Christian Dior,Sunglasses,Q2,450.0,157.74,157.74
216421103,Christian Dior,Sunglasses,Q2,420.0,151.74,151.74
216946641,Christian Dior,Sunglasses,Q2,460.0,147.74,147.74
207904291,Christian Dior,Sunglasses,Q2,495.0,173.74,0.0
213613618,Christian Dior,Sunglasses,Q2,500.0,210.74,210.74
212082467,Christian Dior,Sunglasses,Q2,390.0,136.74,136.74
218063887,Christian Dior,Sunglasses,Q2,400.0,110.74,110.74
207183833,Christian Dior,Sunglasses,Q2,630.0,163.74,163.74
207183942,Christian Dior,Sunglasses,Q2,595.0,184.74,184.74
214667598,Christian Dior,Sunglasses,Q2,550.0,214.74,214.74
212366949,Christian Dior,Sunglasses,Q2,490.0,122.74,122.74
206113400,Christian Dior,Sunglasses,Q2,630.0,264.74,264.74
207535325,Christian Dior,Sunglasses,Q2,280.0,100.74,100.74
207437822,Christian Dior,Sunglasses,Q2,500.0,200.74,200.74
207751219,Christian Dior,Sunglasses,Q2,500.0,150.74,150.74
206879349,Christian Dior,Sunglasses,Q2,495.0,148.74,148.74
209459226,Christian Dior,Sunglasses,Q2,378.0,196.74,191.74
205943107,Christian Dior,Sunglasses,Q3,540.0,172.74,172.74
206735821,Christian Dior,Sunglasses,Q3,490.0,97.74,97.74
208735719,Christian Dior,Sunglasses,Q3,500.0,197.74,197.74
208618874,Christian Dior,Sunglasses,Q3,610.0,244.74,0.0
208390865,Christian Dior,Sunglasses,Q3,380.0,109.74,109.74
208297562,Christian Dior,Sweater Vest,Q2,550.0,88.74,88.74
208583649,Christian Dior,Swimsuit Bottoms,Q2,620.0,210.74,50.74
209376296,Christian Dior,Swimsuit Top,Q1,620.0,217.74,143.74
208149075,Christian Dior,Tank Top,Q3,930.0,55.74,55.74
208678439,Christian Dior,Tank Top,Q3,850.0,59.74,59.74
214699680,Christian Dior,Tote,Q1,1500.0,494.74,494.74
208400848,Christian Dior,Tote,Q2,1990.0,599.74,0.0
209996961,Christian Dior,Tote,Q3,1250.0,300.74,300.74
213574798,Christian Dior,Tote,Q3,2500.0,549.74,0.0
207661100,Christian Dior,Track Jacket,Q3,500.0,85.74,85.74
208687182,Christian Dior,Trenchcoat,Q2,950.0,208.74,208.74
211841558,Christian Dior,Trenchcoat,Q2,2500.0,499.74,499.74
210915813,Christian Dior,Trenchcoat,Q2,4000.0,399.74,399.74
208776988,Christian Dior,Trenchcoat,Q2,3250.0,324.74,324.74
205905272,Christian Dior,Trenchcoat,Q2,1500.0,420.74,341.74
208855954,Christian Dior,Trenchcoat,Q3,950.0,133.74,133.74
211208324,Christian Dior,Trenchcoat,Q3,1250.0,300.74,300.74
206963637,Christian Dior,Tube Top,Q2,1350.0,634.74,634.74
210885073,Christian Dior,Turtleneck Sweater,Q3,2300.0,160.74,160.74
208369782,Christian Dior,Turtleneck Sweater,Q3,1650.0,115.74,115.74
206369689,Christian Dior,Visor,Q1,690.0,476.74,0.0
208023358,Christian Dior,Wallet,Q1,550.0,252.74,252.74
210517004,Christian Dior,Wallet,Q2,1000.0,209.74,209.74
208983832,Christian Dior,Wallet,Q2,870.0,252.74,222.74
211914863,Christian Dior,Wallet,Q2,680.0,238.74,238.74
210541662,Christian Dior,Wallet,Q2,630.0,252.74,200.74
208714976,Christian Dior,Wallet,Q3,895.0,223.74,223.74
208714976,Christian Dior,Wallet,Q3,895.0,223.74,223.74
205862249,Christian Dior,Wallet,Q3,750.0,195.74,195.74
209036034,Christian Dior,Wallet,Q3,580.0,155.74,155.74
210211242,Christian Dior,Wallet,Q3,400.0,104.74,104.74
209678025,Christian Dior,Wallet,Q3,550.0,120.74,120.74
212839141,Christian Dior,Wedges,Q2,995.0,179.74,179.74
210366398,Christian Dior,Windbreaker,Q2,400.0,100.74,100.74
207833139,Christian Dior,Wool Blazer,Q1,3000.0,874.74,400.74
206802115,Christian Dior,Wool Blazer,Q1,2600.0,374.74,0.0
208920248,Christian Dior,Wool Blazer,Q1,1200.0,168.74,168.74
212319542,Christian Dior,Wool Blazer,Q2,1800.0,395.74,92.74
209997352,Christian Dior,Wool Blazer,Q2,1200.0,216.74,216.74
208721058,Christian Dior,Wool Blazer,Q2,2950.0,354.74,250.74
213724209,Christian Dior,Wool Blazer,Q2,1100.0,250.74,200.74
209333701,Christian Dior,Wool Blazer,Q2,1800.0,216.74,216.74
210109017,Christian Dior,Wool Blazer,Q2,850.0,674.74,0.0
211167614,Christian Dior,Wool Blazer,Q3,950.0,237.74,237.74
210750228,Christian Dior,Wool Blazer,Q3,900.0,216.74,216.74
205770387,Christian Dior,Wool Blazer,Q3,750.0,375.74,375.74
212363788,Christian Dior,Wool Blazer,Q3,2390.0,262.74,50.74
212743481,Christian Dior,Wool Blazer,Q3,2900.0,202.74,202.74
208881838,Christian Dior,Wool Blazer,Q3,1200.0,299.74,179.74
206514266,Christian Dior,Wool Cardigan,Q2,1250.0,267.74,287.74
205882739,Christian Dior,Wool Coat,Q1,2600.0,285.74,285.74
211280696,Christian Dior,Wool Coat,Q1,9300.0,654.74,654.74
213458555,Christian Dior,Wool Coat,Q2,895.0,340.74,264.74
208687649,Christian Dior,Wool Coat,Q2,4000.0,359.74,359.74
205824111,Christian Dior,Wool Pullover Sweater,Q2,306.0,120.74,120.74
217120951,Christian Dior,Wool Pullover Sweater,Q2,850.0,149.74,149.74
210560111,Christian Dior,Wool Skirt,Q2,1000.0,329.74,0.0
209534908,Christian Dior Boutique,Belt,Q3,380.0,79.74,79.74
212204311,Christian Dior Boutique,Cashmere Pullover Sweater,Q2,895.0,170.74,170.74
212204358,Christian Dior Boutique,Cashmere Pullover Sweater,Q3,750.0,157.74,157.74
210497243,Christian Dior Boutique,Casual Skirt,Q3,800.0,128.74,128.74
210497243,Christian Dior Boutique,Casual Skirt,Q3,800.0,128.74,128.74
217079225,Christian Dior Boutique,Jeans,Q3,2300.0,322.74,322.74
211394070,Christian Dior Boutique,Long Sleeve Silk Top,Q2,1200.0,312.74,312.74
212480023,Christian Dior Boutique,Silk Pants,Q2,2350.0,352.74,352.74
215411519,Christian Dior Boutique,Tank Top,Q2,950.0,417.74,417.74
209033011,Christian Dior Boutique,Wool Cardigan,Q2,995.0,248.74,200.74
206534427,Christian Dior Boutique,Wool Pants,Q3,2000.0,300.74,124.74
207049881,Christian Dior Boutique,Wool Pants,Q3,2000.0,299.74,159.74
207574976,Christian Dior Boutique,Wool Pullover Sweater,Q2,1100.0,198.74,100.74
209321648,Christian Dior Boutique,Wool Skirt,Q2,2350.0,352.74,0.0
216957862,Christian Dior Chemises ,Long Sleeve Blouse,Q1,306.0,70.74,70.74
206778925,Christian Dior Chemises ,Long Sleeve Blouse,Q1,306.0,71.74,67.74
215087847,Christian Dior Chemises ,Long Sleeve Blouse,Q2,306.0,70.74,70.74
206505303,Christian Dior Chemises ,Long Sleeve Blouse,Q2,800.0,216.74,0.0
212719771,Christian Dior Chemises ,Long Sleeve Blouse,Q3,890.0,95.74,95.74
217593209,Christian Dior Chemises ,Sleeveless Top,Q1,229.0,52.74,52.74
214044411,Christian Dior Le Connaisseur,Trenchcoat,Q2,1550.0,250.74,160.74
206810143,Christian Dior Lounge Wear,Casual Dress,Q2,500.0,175.74,167.74
209817939,Christian Dior Prēt-A-Porter,Coat,Q3,3200.0,384.74,384.74
213041408,Christian Dior Prēt-A-Porter,Long Sleeve Blouse,Q1,153.0,32.74,32.74
217900643,Christian Dior Separates,3/4 Sleeve Silk Top,Q2,255.0,53.74,53.74
206467833,Christian Dior Separates,3/4 Sleeve Top,Q3,695.0,76.74,30.74
210202970,Christian Dior Separates,Blazer,Q2,1100.0,165.74,165.74
206400525,Christian Dior Separates,Blazer,Q2,458.0,70.74,67.74
210322323,Christian Dior Separates,Casual Skirt,Q2,700.0,112.74,0.0
210203024,Christian Dior Separates,Dress Pants,Q2,300.0,90.74,90.74
208477447,Christian Dior Separates,Formal Skirt,Q2,700.0,76.74,76.74
211181949,Christian Dior Separates,Leather Jacket,Q3,3500.0,279.74,279.74
215256563,Christian Dior Separates,Long Sleeve Silk Top,Q2,458.0,100.74,100.74
206919397,Christian Dior Separates,Long Sleeve Silk Top,Q3,350.0,108.74,108.74
207774142,Christian Dior Separates,Pullover Sweater,Q1,790.0,237.74,0.0
210210578,Christian Dior Separates,Short Sleeve Blouse,Q1,590.0,117.74,117.74
214619397,Christian Dior Separates,Short Sleeve T-Shirt,Q2,102.0,27.74,27.74
206324010,Christian Dior Separates,Short Sleeve Top,Q2,695.0,159.74,143.74
214755747,Christian Dior Separates,Silk Pants,Q2,255.0,56.74,56.74
215606487,Christian Dior Separates,Silk Pants,Q3,204.0,57.74,57.74
211618874,Christian Dior Separates,Sleeveless Button-Down Shirt,Q2,250.0,70.74,70.74
207080475,Christian Dior Separates,Sweater Vest,Q2,400.0,120.74,120.74
214973221,Christian Dior Separates,Turtleneck Sweater,Q2,306.0,61.74,61.74
206293977,Christian Dior Separates,Turtleneck Sweater,Q2,306.0,61.74,61.74
208279314,Christian Dior Separates,Wool Blazer,Q2,509.0,111.74,111.74
207055067,Christian Dior Separates,Wool Blazer,Q3,1350.0,243.74,232.74
209632721,Christian Dior Separates,Wool Pullover Sweater,Q3,1200.0,245.74,0.0
207440736,Christian Dior Separates,Wool Skirt,Q2,2000.0,219.74,219.74
206168428,Christian Dior Separates,Wool Skirt,Q2,1300.0,285.74,285.74
209250220,Christian Dior Separates,Wool Skirt,Q2,950.0,199.74,199.74
211921079,Christian Dior Separates,Wool Skirt,Q2,1220.0,158.74,158.74
210520895,Christian Dior Sports,Casual Dress,Q2,550.0,170.74,170.74
211406656,Christian Dior Sports,Casual Skirt,Q2,950.0,161.74,161.74
211406656,Christian Dior Sports,Casual Skirt,Q2,950.0,161.74,161.74
211406656,Christian Dior Sports,Casual Skirt,Q2,950.0,161.74,161.74
209553224,Christian Dior Sports,Dress Pants,Q1,382.0,128.74,128.74
208582530,Christian Dior Sports,Long Sleeve Polo,Q1,350.0,140.74,0.0
214883435,Christian Dior Sports,Pullover Sweater,Q1,306.0,77.74,77.74
214428431,Christian Dior Sports,Short Sleeve T-Shirt,Q2,153.0,32.74,32.74
214947959,Christian Dior Sports,Windbreaker,Q2,306.0,64.74,64.74
213310546,Christian Dior The Suit,Blazer,Q2,764.0,122.74,122.74
209265617,Christian Dior The Suit,Blazer,Q2,950.0,499.74,0.0
206038172,Christian Dior The Suit,Blazer,Q2,458.0,228.74,0.0
207918691,Christian Dior The Suit,Blazer,Q3,850.0,119.74,74.74
215313763,Christian Dior The Suit,Jacket,Q2,950.0,218.74,218.74
209033218,Christian Dior The Suit,Wool Blazer,Q2,764.0,168.74,168.74
212363688,Christian Dior The Suit,Wool Skirt,Q2,950.0,189.74,25.74
210822422,Christian Dior for Saks Fifth Avenue,Casual Dress,Q3,1500.0,180.74,161.74
206588554,Christian Lacroix,Casual Dress,Q1,500.0,155.74,49.74
213951395,Christian Lacroix,Leather Shoulder Bag,Q2,458.0,121.74,109.74
208911052,Christian Lacroix,Satchel,Q1,382.0,104.74,104.74
209968029,Christian Louboutin,Ankle Boots,Q1,1545.0,293.74,293.74
209210116,Christian Louboutin,Ankle Boots,Q1,1395.0,487.74,487.74
209337214,Christian Louboutin,Ankle Boots,Q2,1195.0,203.74,129.74
210251764,Christian Louboutin,Ankle Boots,Q2,995.0,457.74,457.74
208329292,Christian Louboutin,Ankle Boots,Q2,1295.0,310.74,310.74
208172187,Christian Louboutin,Ankle Boots,Q2,2390.0,454.74,249.74
210953744,Christian Louboutin,Ankle Boots,Q2,1145.0,320.74,320.74
211610925,Christian Louboutin,Ankle Boots,Q2,1095.0,445.74,320.74
211174864,Christian Louboutin,Ankle Boots,Q2,1001.0,210.74,210.74
211174918,Christian Louboutin,Ankle Boots,Q2,1495.0,298.74,298.74
216209467,Christian Louboutin,Ankle Boots,Q2,1295.0,207.74,190.74
211610947,Christian Louboutin,Ankle Boots,Q2,995.0,258.74,325.74
207988444,Christian Louboutin,Ankle Boots,Q2,1295.0,378.74,337.74
212774321,Christian Louboutin,Ankle Boots,Q2,995.0,208.74,208.74
209576464,Christian Louboutin,Ankle Boots,Q2,895.0,196.74,196.74
209713847,Christian Louboutin,Ankle Boots,Q2,306.0,64.74,64.74
209952400,Christian Louboutin,Ankle Boots,Q2,1295.0,453.74,453.74
209398933,Christian Louboutin,Ankle Boots,Q3,1200.0,336.74,295.74
210718307,Christian Louboutin,Ankle Boots,Q3,790.0,126.74,126.74
209865576,Christian Louboutin,Ankle Boots,Q3,1500.0,329.74,239.74
214324543,Christian Louboutin,Ankle Boots,Q3,1100.0,286.74,286.74
215847812,Christian Louboutin,Ankle Boots,Q3,995.0,129.74,129.74
215315862,Christian Louboutin,Ankle Boots,Q3,975.0,311.74,311.74
215051954,Christian Louboutin,Ankle Boots,Q3,895.0,205.74,205.74
209337249,Christian Louboutin,Ankle Boots,Q3,995.0,109.74,109.74
212007540,Christian Louboutin,Ankle Boots,Q3,1050.0,220.74,0.0
211611037,Christian Louboutin,Ankle Boots,Q3,995.0,325.74,335.74
207946791,Christian Louboutin,Ankle Boots,Q3,1295.0,450.74,349.74
211610980,Christian Louboutin,Ankle Boots,Q3,995.0,256.74,256.74
211774482,Christian Louboutin,Ankle Boots,Q3,1295.0,297.74,297.74
213376297,Christian Louboutin,Ankle Boots,Q3,825.0,164.74,164.74
215991013,Christian Louboutin,Ankle Boots,Q3,1200.0,480.74,480.74
212089240,Christian Louboutin,Ankle Boots,Q3,1350.0,391.74,391.74
215312583,Christian Louboutin,Boots,Q1,1395.0,306.74,306.74
210820041,Christian Louboutin,Boots,Q2,1795.0,389.74,345.74
209260697,Christian Louboutin,Boots,Q2,1995.0,519.74,474.74
215883279,Christian Louboutin,Boots,Q2,1700.0,1354.74,1054.74
209398970,Christian Louboutin,Boots,Q2,1995.0,418.74,0.0
215893998,Christian Louboutin,Boots,Q3,1545.0,169.74,169.74
209825563,Christian Louboutin,Boots,Q3,1545.0,478.74,478.74
215303034,Christian Louboutin,Boots,Q3,1495.0,490.74,490.74
214690943,Christian Louboutin,Boots,Q3,2095.0,694.74,694.74
206828350,Christian Louboutin,Boots,Q3,1295.0,844.74,844.74
208578474,Christian Louboutin,Boots,Q3,1995.0,359.74,359.74
206773867,Christian Louboutin,Boots,Q3,1995.0,359.74,359.74
215402997,Christian Louboutin,Boots,Q3,1995.0,359.74,359.74
210243077,Christian Louboutin,Clutch,Q2,1030.0,257.74,257.74
208186502,Christian Louboutin,Flats,Q1,495.0,247.74,247.74
213847427,Christian Louboutin,Flats,Q1,845.0,405.74,405.74
216191167,Christian Louboutin,Flats,Q2,745.0,201.74,201.74
210516421,Christian Louboutin,Flats,Q2,745.0,89.74,89.74
209404995,Christian Louboutin,Flats,Q2,990.0,217.74,0.0
212047027,Christian Louboutin,Flats,Q2,645.0,251.74,251.74
215617462,Christian Louboutin,Flats,Q2,715.0,328.74,328.74
210251653,Christian Louboutin,Flats,Q2,775.0,426.74,426.74
209609251,Christian Louboutin,Flats,Q2,1395.0,524.74,519.74
210345012,Christian Louboutin,Flats,Q2,945.0,415.74,415.74
213055553,Christian Louboutin,Flats,Q2,625.0,268.74,268.74
210512461,Christian Louboutin,Flats,Q2,945.0,198.74,290.74
212846030,Christian Louboutin,Flats,Q2,2795.0,554.74,554.74
206140874,Christian Louboutin,Flats,Q2,745.0,216.74,216.74
214600935,Christian Louboutin,Flats,Q3,1245.0,149.74,149.74
206713627,Christian Louboutin,Flats,Q3,1095.0,218.74,206.74
211992407,Christian Louboutin,Flats,Q3,945.0,198.74,198.74
209851015,Christian Louboutin,Flats,Q3,745.0,240.74,171.74
209586836,Christian Louboutin,Flats,Q3,995.0,238.74,238.74
214181816,Christian Louboutin,Flats,Q3,745.0,171.74,109.74
205775644,Christian Louboutin,Flats,Q3,2695.0,594.74,299.74
215061383,Christian Louboutin,Flats,Q3,600.0,113.74,113.74
213707062,Christian Louboutin,Flats,Q3,795.0,190.74,190.74
212206017,Christian Louboutin,Flats,Q3,650.0,123.74,123.74
207843152,Christian Louboutin,Flats,Q3,575.0,230.74,230.74
214801768,Christian Louboutin,Flats,Q3,795.0,119.74,119.74
214033412,Christian Louboutin,Flip Flops,Q2,350.0,105.74,105.74
212672562,Christian Louboutin,Flip Flops,Q2,395.0,130.74,130.74
207294051,Christian Louboutin,Heels,Q1,845.0,397.74,397.74
210455699,Christian Louboutin,Heels,Q1,895.0,411.74,411.74
209552761,Christian Louboutin,Heels,Q1,975.0,292.74,292.74
212224382,Christian Louboutin,Heels,Q1,1295.0,401.74,401.74
213801760,Christian Louboutin,Heels,Q1,795.0,624.74,624.74
213715156,Christian Louboutin,Heels,Q1,945.0,599.74,599.74
210091980,Christian Louboutin,Heels,Q2,875.0,428.74,0.0
211110422,Christian Louboutin,Heels,Q2,945.0,207.74,207.74
209644781,Christian Louboutin,Heels,Q2,945.0,311.74,311.74
210896653,Christian Louboutin,Heels,Q2,945.0,170.74,170.74
207749387,Christian Louboutin,Heels,Q2,945.0,321.74,291.74
208781957,Christian Louboutin,Heels,Q2,795.0,389.74,0.0
210590274,Christian Louboutin,Heels,Q2,945.0,226.74,226.74
210824444,Christian Louboutin,Heels,Q2,700.0,230.74,230.74
205930321,Christian Louboutin,Heels,Q2,795.0,174.74,174.74
214781664,Christian Louboutin,Heels,Q2,845.0,295.74,229.74
210469371,Christian Louboutin,Heels,Q2,845.0,278.74,278.74
209688351,Christian Louboutin,Heels,Q2,625.0,162.74,162.74
217447642,Christian Louboutin,Heels,Q2,795.0,243.74,243.74
206845197,Christian Louboutin,Heels,Q2,595.0,238.74,238.74
206976637,Christian Louboutin,Heels,Q2,1050.0,325.74,325.74
214046304,Christian Louboutin,Heels,Q2,1500.0,240.74,240.74
216722145,Christian Louboutin,Heels,Q2,695.0,215.74,215.74
213044422,Christian Louboutin,Heels,Q2,745.0,357.74,357.74
211232803,Christian Louboutin,Heels,Q2,695.0,187.74,187.74
208468161,Christian Louboutin,Heels,Q2,900.0,188.74,188.74
213014655,Christian Louboutin,Heels,Q2,945.0,450.74,450.74
214992906,Christian Louboutin,Heels,Q2,795.0,174.74,160.74
213294884,Christian Louboutin,Heels,Q2,625.0,218.74,218.74
211775374,Christian Louboutin,Heels,Q2,945.0,236.74,236.74
209254792,Christian Louboutin,Heels,Q2,775.0,217.74,99.74
209253670,Christian Louboutin,Heels,Q2,890.0,142.74,142.74
208759842,Christian Louboutin,Heels,Q2,1045.0,355.74,355.74
208472891,Christian Louboutin,Heels,Q2,995.0,174.74,174.74
208221585,Christian Louboutin,Heels,Q2,945.0,396.74,396.74
207652944,Christian Louboutin,Heels,Q2,945.0,749.74,250.74
214181608,Christian Louboutin,Heels,Q2,895.0,313.74,200.74
213055681,Christian Louboutin,Heels,Q2,675.0,155.74,155.74
209415421,Christian Louboutin,Heels,Q2,995.0,248.74,248.74
209494935,Christian Louboutin,Heels,Q2,995.0,258.74,258.74
210451912,Christian Louboutin,Heels,Q2,675.0,310.74,310.74
205916049,Christian Louboutin,Heels,Q2,995.0,318.74,200.74
213306421,Christian Louboutin,Heels,Q2,1495.0,119.74,119.74
209990006,Christian Louboutin,Heels,Q2,675.0,148.74,148.74
208071302,Christian Louboutin,Heels,Q2,875.0,288.74,288.74
215124175,Christian Louboutin,Heels,Q2,895.0,483.74,483.74
215705863,Christian Louboutin,Heels,Q2,845.0,397.74,397.74
214372724,Christian Louboutin,Heels,Q2,795.0,357.74,357.74
208781890,Christian Louboutin,Heels,Q2,895.0,322.74,300.74
213230590,Christian Louboutin,Heels,Q2,625.0,187.74,187.74
211105825,Christian Louboutin,Heels,Q2,785.0,392.74,392.74
211641103,Christian Louboutin,Heels,Q2,990.0,376.74,376.74
207268631,Christian Louboutin,Heels,Q2,845.0,219.74,219.74
208644055,Christian Louboutin,Heels,Q2,795.0,230.74,230.74
217356998,Christian Louboutin,Heels,Q2,995.0,169.74,169.74
217465614,Christian Louboutin,Heels,Q2,945.0,207.74,207.74
212200651,Christian Louboutin,Heels,Q2,945.0,387.74,387.74
212086646,Christian Louboutin,Heels,Q2,845.0,312.74,312.74
207112295,Christian Louboutin,Heels,Q2,1839.0,422.74,195.74
207176336,Christian Louboutin,Heels,Q2,1095.0,379.74,249.74
213014469,Christian Louboutin,Heels,Q2,1045.0,313.74,313.74
209015480,Christian Louboutin,Heels,Q2,845.0,295.74,295.74
209694559,Christian Louboutin,Heels,Q2,845.0,211.74,211.74
210702150,Christian Louboutin,Heels,Q2,860.0,125.74,125.74
207389823,Christian Louboutin,Heels,Q2,1900.0,475.74,274.74
216746108,Christian Louboutin,Heels,Q2,675.0,236.74,236.74
212916104,Christian Louboutin,Heels,Q2,695.0,138.74,138.74
214232283,Christian Louboutin,Heels,Q2,795.0,310.74,302.74
208703356,Christian Louboutin,Heels,Q2,895.0,196.74,249.74
209061085,Christian Louboutin,Heels,Q2,825.0,346.74,346.74
206679417,Christian Louboutin,Heels,Q2,740.0,222.74,222.74
211147715,Christian Louboutin,Heels,Q2,1300.0,954.74,654.74
212077705,Christian Louboutin,Heels,Q2,1090.0,316.74,316.74
206105942,Christian Louboutin,Heels,Q2,945.0,321.74,321.74
208710409,Christian Louboutin,Heels,Q2,382.0,84.74,84.74
212542178,Christian Louboutin,Heels,Q2,795.0,254.74,254.74
215706165,Christian Louboutin,Heels,Q2,895.0,322.74,322.74
208456325,Christian Louboutin,Heels,Q2,700.0,250.74,0.0
214729888,Christian Louboutin,Heels,Q2,945.0,383.74,313.74
208127937,Christian Louboutin,Heels,Q2,775.0,325.74,325.74
208488138,Christian Louboutin,Heels,Q3,795.0,199.74,199.74
207382303,Christian Louboutin,Heels,Q3,895.0,223.74,0.0
206868643,Christian Louboutin,Heels,Q3,895.0,214.74,214.74
206081663,Christian Louboutin,Heels,Q3,675.0,317.74,330.74
208243450,Christian Louboutin,Heels,Q3,845.0,143.74,143.74
214039299,Christian Louboutin,Heels,Q3,795.0,174.74,174.74
206613852,Christian Louboutin,Heels,Q3,750.0,164.74,164.74
206036284,Christian Louboutin,Heels,Q3,845.0,168.74,168.74
205982214,Christian Louboutin,Heels,Q3,695.0,159.74,159.74
213213702,Christian Louboutin,Heels,Q3,595.0,279.74,279.74
206713844,Christian Louboutin,Heels,Q3,795.0,206.74,165.74
213356801,Christian Louboutin,Heels,Q3,945.0,311.74,0.0
207232472,Christian Louboutin,Heels,Q3,845.0,152.74,152.74
207653442,Christian Louboutin,Heels,Q3,945.0,229.74,229.74
206629408,Christian Louboutin,Heels,Q3,995.0,159.74,159.74
211531438,Christian Louboutin,Heels,Q3,845.0,160.74,160.74
209805268,Christian Louboutin,Heels,Q3,845.0,185.74,185.74
214345787,Christian Louboutin,Heels,Q3,945.0,198.74,198.74
213230414,Christian Louboutin,Heels,Q3,675.0,134.74,134.74
212161157,Christian Louboutin,Heels,Q3,945.0,188.74,188.74
208555027,Christian Louboutin,Heels,Q3,1095.0,240.74,240.74
207004586,Christian Louboutin,Heels,Q3,845.0,168.74,168.74
208146942,Christian Louboutin,Heels,Q3,900.0,207.74,207.74
212356484,Christian Louboutin,Heels,Q3,1095.0,175.74,175.74
205996834,Christian Louboutin,Heels,Q3,845.0,143.74,143.74
210244678,Christian Louboutin,Heels,Q3,895.0,143.74,143.74
209495332,Christian Louboutin,Heels,Q3,545.0,108.74,108.74
212060630,Christian Louboutin,Heels,Q3,995.0,119.74,119.74
210469273,Christian Louboutin,Heels,Q3,770.0,177.74,177.74
216936806,Christian Louboutin,Heels,Q3,845.0,219.74,219.74
216667249,Christian Louboutin,Heels,Q3,1045.0,114.74,114.74
214525800,Christian Louboutin,Heels,Q3,695.0,173.74,173.74
214345055,Christian Louboutin,Heels,Q3,795.0,166.74,166.74
213358923,Christian Louboutin,Heels,Q3,945.0,283.74,283.74
209495283,Christian Louboutin,Heels,Q3,845.0,109.74,109.74
206839315,Christian Louboutin,Heels,Q3,625.0,293.74,270.74
205892180,Christian Louboutin,Heels,Q3,1095.0,120.74,120.74
216964983,Christian Louboutin,Heels,Q3,845.0,160.74,160.74
211731251,Christian Louboutin,Heels,Q3,795.0,214.74,214.74
210745703,Christian Louboutin,Heels,Q3,845.0,185.74,185.74
209596724,Christian Louboutin,Heels,Q3,1295.0,155.74,0.0
216239292,Christian Louboutin,Heels,Q3,695.0,138.74,138.74
210061175,Christian Louboutin,Heels,Q3,675.0,189.74,189.74
206062916,Christian Louboutin,Heels,Q3,995.0,258.74,258.74
211111642,Christian Louboutin,Heels,Q3,795.0,389.74,304.74
213387151,Christian Louboutin,Heels,Q3,575.0,97.74,97.74
210054334,Christian Louboutin,Heels,Q3,745.0,584.74,0.0
207874202,Christian Louboutin,Heels,Q3,695.0,99.74,99.74
206629359,Christian Louboutin,Heels,Q3,845.0,126.74,126.74
213662819,Christian Louboutin,Heels,Q3,625.0,175.74,175.74
205977691,Christian Louboutin,Heels,Q3,1095.0,306.74,306.74
206629266,Christian Louboutin,Heels,Q3,1045.0,73.74,73.74
210193367,Christian Louboutin,Heels,Q3,845.0,152.74,152.74
208584527,Christian Louboutin,Heels,Q3,945.0,207.74,207.74
206068179,Christian Louboutin,Heels,Q3,995.0,198.74,198.74
208573045,Christian Louboutin,Heels,Q3,945.0,151.74,144.74
206422450,Christian Louboutin,Heels,Q3,945.0,188.74,188.74
206424055,Christian Louboutin,Heels,Q3,695.0,166.74,166.74
210687342,Christian Louboutin,Heels,Q3,1095.0,200.74,134.74
206062996,Christian Louboutin,Heels,Q3,840.0,260.74,0.0
217023689,Christian Louboutin,Heels,Q3,865.0,138.74,138.74
208879025,Christian Louboutin,Heels,Q3,690.0,103.74,103.74
208635578,Christian Louboutin,Heels,Q3,725.0,116.74,116.74
206401412,Christian Louboutin,Heels,Q3,725.0,108.74,108.74
207374461,Christian Louboutin,Heels,Q3,795.0,119.74,119.74
215817047,Christian Louboutin,Heels,Q3,795.0,190.74,170.74
216209430,Christian Louboutin,Heels,Q3,945.0,160.74,93.74
208488227,Christian Louboutin,Heels,Q3,895.0,554.74,0.0
213783303,Christian Louboutin,Heels,Q3,695.0,104.74,104.74
213752922,Christian Louboutin,Heels,Q3,865.0,172.74,172.74
